gene1,gene2
POLR2H,POLR2I
MED9,POLR2I
MED4,POLR2I
H2AC4,POLR2I
POLR2M,POLR2I
GTF2H3,POLR2I
POLR2J,POLR2I
GTF2H5,POLR2I
TAF6,POLR2I
POLR2F,POLR2I
TAF8,POLR2I
H4C11,POLR2I
TAF9,POLR2I
CNTN5,APLP1
APBB1,APLP1
APBB2,APLP1
EIF4A3,CCDC9
MAGOH,CCDC9
RBM8A,CCDC9
CASC3,CCDC9
UPF1,CCDC9
PYM1,CCDC9
UPF3B,CCDC9
UPF2,CCDC9
SDC4,TGFB1
NRROS,TGFB1
STAT3,TGFB1
ITGB8,TGFB1
SMAD4,TGFB1
IL17A,TGFB1
INHBA,TGFB1
EGF,TGFB1
IL4,TGFB1
IL6,TGFB1
CEBPA,TGFB1
CCN2,TGFB1
FN1,TGFB1
CXCL11,TGFB1
INHBE,TGFB1
SMAD3,TGFB1
BGN,TGFB1
CCL2,TGFB1
FOXP3,TGFB1
FURIN,TGFB1
SMAD2,TGFB1
LEFTY2,TGFB1
LRRC32,TGFB1
FMOD,TGFB1
IGF1,TGFB1
TGFB3,TGFB1
ACVRL1,TGFB1
SDC2,TGFB1
LTBP3,TGFB1
THBS1,TGFB1
IL1B,TGFB1
TNF,TGFB1
ASPN,TGFB1
LEFTY1,TGFB1
TGFBR1,TGFB1
LTBP1,TGFB1
TGFB2,TGFB1
LTBP2,TGFB1
STAT6,TGFB1
TGFBR2,TGFB1
A2M,TGFB1
INHBB,TGFB1
PPARG,TGFB1
FGF2,TGFB1
ITGB1,TGFB1
ITGB6,TGFB1
NRP1,TGFB1
APP,TGFB1
IFNG,TGFB1
LTBP4,TGFB1
MMP9,TGFB1
ITGAV,TGFB1
AKT1,TGFB1
CD109,TGFB1
EGFR,TGFB1
FBN1,TGFB1
IL10,TGFB1
SMAD7,TGFB1
RUNX3,TGFB1
FKBP1A,TGFB1
ENG,TGFB1
HGF,TGFB1
INHBC,TGFB1
HSPA8,PLIN3
IGF2R,PLIN3
RHOBTB3,PLIN3
POU2AF1,CD79A
CD5,CD79A
MME,CD79A
LOC102723407,CD79A
CXCL9,CD79A
CD27,CD79A
PAX5,CD79A
SYK,CD79A
BTK,CD79A
BLNK,CD79A
VPREB1,CD79A
MS4A1,CD79A
CD79B,CD79A
VPREB3,CD79A
BLK,CD79A
PTPRC,CD79A
LYN,CD79A
IGLL1,CD79A
CD19,CD79A
IGLL5,CD79A
CR2,CD79A
BCL6,CD79A
FYN,CD79A
ATP6V0C,LIM2
ATP6V0D1,LIM2
ATP5F1A,LIM2
ATP6V0B,LIM2
ATP6V0D2,LIM2
ATP6V1G2,LIM2
MIP,LIM2
CNST,LIM2
ATP5MC3,LIM2
ATP6V0A2,LIM2
ATP5MC1,LIM2
ATP5MC2,LIM2
GJA8,LIM2
ATP6V1F,LIM2
ATP6V1B1,LIM2
ATP6V0A4,LIM2
CRYAA,LIM2
ATP6V0A1,LIM2
ATP6V1E1,LIM2
ATP6V1E2,LIM2
ATP6V1H,LIM2
TCIRG1,LIM2
ATP6V1B2,LIM2
TMEM114,LIM2
RNASEK,LIM2
KLRD1,NKG7
GZMK,NKG7
GNLY,NKG7
CTSW,NKG7
GZMA,NKG7
CD8A,NKG7
CST7,NKG7
PRF1,NKG7
ITGB2,ICAM5
ITGAL,ICAM5
ENO2,CEACAM5
KRT7,CEACAM5
KRT19,CEACAM5
AFP,CEACAM5
CD209,CEACAM5
AIPL1,CRX
RHO,CRX
TULP1,CRX
RPGRIP1,CRX
ATXN7,CRX
NR2E3,CRX
GUCY2D,CRX
NRL,CRX
RPE65,CRX
RDH12,CRX
RCVRN,CRX
CYP1B1,SULT2A1
CYP2B6,SULT2A1
CYP1A1,SULT2A1
PINK1,CDC37
STK11,CDC37
CCT8,CDC37
STIP1,CDC37
CDK9,CDC37
HSP90B1,CDC37
ERBB2,CDC37
CCT2,CDC37
PSMG1,CDC37
CCT7,CDC37
DNAJB1,CDC37
PTGES3,CDC37
CCT4,CDC37
PPID,CDC37
BRAF,CDC37
AKT1,CDC37
EGFR,CDC37
IKBKG,CDC37
TCP1,CDC37
CCT3,CDC37
AKT2,CDC37
HSPA8,CDC37
HSP90AA1,CDC37
LRRK2,CDC37
CCT6B,CDC37
HSP90AB1,CDC37
HSPA4,CDC37
AKT3,CDC37
SRC,CDC37
TSC1,CDC37
RAF1,CDC37
CCT5,CDC37
CHUK,CDC37
EZR,CDC37
IKBKB,CDC37
DNAJC9,CDC37
PSMG2,CDC37
CCT6A,CDC37
CDK4,CDC37
CDK6,CDC37
PCLO,RABAC1
PLG,RABAC1
PTPRS,ZNRF4
RNF4,ZNRF4
CLOCK,DBP
BMAL1,DBP
JAK3,EPOR
PTPN6,EPOR
LOC102723407,EPOR
NPTN,EPOR
TFR2,EPOR
CSF2RB,EPOR
JAK1,EPOR
SOCS2,EPOR
LYN,EPOR
GATA1,EPOR
IL3,EPOR
SOCS3,EPOR
IRS2,EPOR
PIK3R1,EPOR
CSF2,EPOR
THPO,EPOR
CSF3,EPOR
GRB2,EPOR
STAT5B,EPOR
STAT5A,EPOR
EPO,EPOR
TYK2,EPOR
CISH,EPOR
JAK2,EPOR
PTPN11,EPOR
SHC1,EPOR
RAP1B,RASIP1
ARHGAP29,RASIP1
DNASE2B,DNASE2
PPIL1,LENG1
SNU13,RPL18A
RPLP2,RPL18A
RPS14,RPL18A
WDR12,RPL18A
RPL12,RPL18A
EEF1D,RPL18A
NOC3L,RPL18A
GTPBP4,RPL18A
FTSJ3,RPL18A
IFI35,RPL18A
PPP1R26,RPL18A
RPS15A,RPL18A
ARL6IP1,RPL18A
HMGN4,RPL18A
MRPS5,RPL18A
RPS9,RPL18A
RPL36A-HNRNPH2,RPL18A
MRPL1,RPL18A
RPS23,RPL18A
RSRC1,RPL18A
RPL39,RPL18A
RPL13A,RPL18A
RPL10L,RPL18A
RPL17-C18orf32,RPL18A
BRIX1,RPL18A
RPL38,RPL18A
NMD3,RPL18A
TPT1,RPL18A
RPL27,RPL18A
GCN1,RPL18A
RPL22,RPL18A
RPL29,RPL18A
RPL36A,RPL18A
GSPT1,RPL18A
FAU,RPL18A
HBS1L,RPL18A
NPSR1,RPL18A
RSL24D1,RPL18A
MRPL22,RPL18A
RPLP0,RPL18A
RPL32,RPL18A
EDF1,RPL18A
SMKR1,RPL18A
RPS13,RPL18A
RPS3A,RPL18A
EIF5A,RPL18A
MRPL16,RPL18A
RPS27A,RPL18A
RPL3L,RPL18A
SEC61G,RPL18A
RPS3,RPL18A
MRPS2,RPL18A
MRPL24,RPL18A
RPS11,RPL18A
MRNIP,RPL18A
SRP54,RPL18A
SEC61B,RPL18A
RPS4Y1,RPL18A
SRP72,RPL18A
HSPBP1,RPL18A
NOC2L,RPL18A
RPL41,RPL18A
FLT3LG,RPL18A
RPL31,RPL18A
NOL6,RPL18A
PELO,RPL18A
DHX9,RPL18A
RPL3,RPL18A
RPS27,RPL18A
DOCK4,RPL18A
EIF5B,RPL18A
RPL28,RPL18A
RPL35A,RPL18A
RPL37,RPL18A
RPF1,RPL18A
SRP68,RPL18A
RPS26,RPL18A
SRP19,RPL18A
HMGN2,RPL18A
RRP1B,RPL18A
NOP2,RPL18A
EEF2,RPL18A
EIF5AL1,RPL18A
LARP4B,RPL18A
EIF2S1,RPL18A
RPL14,RPL18A
RPL39L,RPL18A
RPL21,RPL18A
HMGN1,RPL18A
ZNF593,RPL18A
NACA,RPL18A
RPS29,RPL18A
MRPS15,RPL18A
FANCE,RPL18A
MRPS7,RPL18A
RPL36AL,RPL18A
MRPS14,RPL18A
EIF5A2,RPL18A
ABCF1,RPL18A
RPS17,RPL18A
RPL30,RPL18A
GNL2,RPL18A
EEF1G,RPL18A
EBNA1BP2,RPL18A
RSAD1,RPL18A
SRP14,RPL18A
SEC61A1,RPL18A
RPLP1,RPL18A
RPS4X,RPL18A
RPS7,RPL18A
NOP53,RPL18A
RPL4,RPL18A
PES1,RPL18A
RPS28,RPL18A
PA2G4,RPL18A
RPL26L1,RPL18A
RPS5,RPL18A
NIP7,RPL18A
EEF1A1,RPL18A
RPL10A,RPL18A
EIF6,RPL18A
MED1,RPL18A
HEATR1,RPL18A
RPS25,RPL18A
RPL17,RPL18A
RPL23A,RPL18A
NIFK,RPL18A
SRPRA,RPL18A
ETF1,RPL18A
RPS20,RPL18A
RPL8,RPL18A
TEX48,RPL18A
RPS10-NUDT3,RPL18A
RPL37A,RPL18A
RPL24,RPL18A
TEKTL1,RPL18A
RPS15,RPL18A
SRP9,RPL18A
RPS2,RPL18A
RPL22L1,RPL18A
RPS8,RPL18A
BTF3,RPL18A
EEFSEC,RPL18A
RPL26,RPL18A
UBA52,RPL18A
RPS6,RPL18A
MRPL11,RPL18A
RPS24,RPL18A
RPL11,RPL18A
RPS27L,RPL18A
MRPS12,RPL18A
NSA2,RPL18A
IMP3,RPL18A
RPL7,RPL18A
NACA2,RPL18A
RPL9,RPL18A
RPL18,RPL18A
RPS21,RPL18A
RPL13,RPL18A
NOP58,RPL18A
RPL7A,RPL18A
MRPS11,RPL18A
MRTO4,RPL18A
RPS4Y2,RPL18A
RPL27A,RPL18A
RPS10,RPL18A
RPL36,RPL18A
MRPL4,RPL18A
MRPL13,RPL18A
MRPL2,RPL18A
AKNAD1,RPL18A
CYCS,RPL18A
RPL6,RPL18A
CXorf66,RPL18A
RPL7L1,RPL18A
RPS19,RPL18A
RPL23,RPL18A
RPSA,RPL18A
CCDC124,RPL18A
RPL35,RPL18A
RACK1,RPL18A
RPL15,RPL18A
SIL1,RPL18A
RPS18,RPL18A
LSG1,RPL18A
DDX18,RPL18A
ZNF622,RPL18A
RPL34,RPL18A
RSL1D1,RPL18A
RPL5,RPL18A
BOP1,RPL18A
WDR31,RPL18A
RPL19,RPL18A
RPS16,RPL18A
RPS12,RPL18A
SERBP1,RPL18A
HABP4,RPL18A
MRPL3,RPL18A
TSHR,SLC5A5
PAX8,SLC5A5
TPO,SLC5A5
SLC26A4,SLC5A5
DUOXA2,SLC5A5
IYD,SLC5A5
PIP4P1,PIK3R2
PLCG1,PIK3R2
RAP1B,PIK3R2
EML4,PIK3R2
PI4K2B,PIK3R2
MRAS,PIK3R2
IRS2,PIK3R2
PIK3R3,PIK3R2
NTRK1,PIK3R2
PIP5K1B,PIK3R2
CD28,PIK3R2
PIK3R1,PIK3R2
FLT3,PIK3R2
RAC3,PIK3R2
RAC2,PIK3R2
JAK3,PIK3R2
OGT,PIK3R2
PTPN6,PIK3R2
PIP4K2C,PIK3R2
PIK3R6,PIK3R2
VAV3,PIK3R2
KRAS,PIK3R2
KIT,PIK3R2
TXK,PIK3R2
JAK1,PIK3R2
VAV1,PIK3R2
TLR4,PIK3R2
PDGFRA,PIK3R2
LYN,PIK3R2
PI4K2A,PIK3R2
ERBB2,PIK3R2
GNAI3,PIK3R2
ICOS,PIK3R2
PIP5K1C,PIK3R2
GNAI2,PIK3R2
FBXL2,PIK3R2
IFNGR1,PIK3R2
IRS1,PIK3R2
PIK3C2G,PIK3R2
INPP5F,PIK3R2
EGFR,PIK3R2
HCST,PIK3R2
AKT1,PIK3R2
PTPN11,PIK3R2
MTOR,PIK3R2
CD19,PIK3R2
RRAS,PIK3R2
DAB1,PIK3R2
KISS1R,PIK3R2
ITGA2,PIK3R2
CRK,PIK3R2
ERBB4,PIK3R2
PREX1,PIK3R2
PTEN,PIK3R2
PRKCZ,PIK3R2
ITGB1,PIK3R2
PIP5K1A,PIK3R2
PIK3C3,PIK3R2
FYN,PIK3R2
PIK3R5,PIK3R2
AKT2,PIK3R2
IL6ST,PIK3R2
GNAI1,PIK3R2
PRKCI,PIK3R2
CRKL,PIK3R2
ITK,PIK3R2
PIP4K2A,PIK3R2
NRAS,PIK3R2
ITGAM,PIK3R2
IRS4,PIK3R2
PI4KA,PIK3R2
PGR,PIK3R2
PIP4K2B,PIK3R2
ILK,PIK3R2
GAB1,PIK3R2
ALK,PIK3R2
INPP4B,PIK3R2
VAV2,PIK3R2
PDGFRB,PIK3R2
PTK2,PIK3R2
ZAP70,PIK3R2
PIK3C2B,PIK3R2
FCER1G,PIK3R2
ITGB2,PIK3R2
CBL,PIK3R2
SRC,PIK3R2
PIK3CB,PIK3R2
AKT3,PIK3R2
PI4KB,PIK3R2
INPP5D,PIK3R2
KDR,PIK3R2
GAB2,PIK3R2
RAF1,PIK3R2
PIK3CD,PIK3R2
FGFR1,PIK3R2
PIK3CA,PIK3R2
PIK3CG,PIK3R2
PLCG2,PIK3R2
ERBB3,PIK3R2
JAK2,PIK3R2
PIP4P2,PIK3R2
BTK,PIK3R2
PIKFYVE,PIK3R2
PIK3C2A,PIK3R2
SYK,PIK3R2
RAP1A,PIK3R2
PRKCD,PIK3R2
HRAS,PIK3R2
PIK3AP1,PIK3R2
IGF1R,PIK3R2
THRA,PIK3R2
LIFR,PIK3R2
TRAF2,PIK3R2
PDPK1,PIK3R2
INPPL1,PIK3R2
THRB,PIK3R2
SYP,RAB3A
SYT1,RAB3A
RABGGTB,RAB3A
HSPA8,RAB3A
RPH3AL,RAB3A
SYN1,RAB3A
SYTL4,RAB3A
UNC13A,RAB3A
GDI2,RAB3A
RIMS1,RAB3A
VAMP2,RAB3A
RAB3IP,RAB3A
SLC18A2,RAB3A
RIMS2,RAB3A
SLC18A3,RAB3A
SNCA,RAB3A
RAB3GAP1,RAB3A
PCLO,RAB3A
UNC13B,RAB3A
STXBP1,RAB3A
RPH3A,RAB3A
SNAP25,RAB3A
CHM,RAB3A
DNAJC5,RAB3A
GDI1,RAB3A
FN1,COMP
ITGA2B,COMP
ADAMTS12,COMP
SDC4,COMP
THBS4,COMP
ITGA3,COMP
CD47,COMP
ACAN,COMP
MATN3,COMP
ADAMTS7,COMP
CD36,COMP
ITGB3,COMP
ITGAV,COMP
SDC1,COMP
ITGB1,COMP
SEC61B,TMEM147
RPL32,TMEM147
RPL22,TMEM147
NOMO2,TMEM147
CCDC47,TMEM147
TMCO1,TMEM147
NCLN,TMEM147
SEC61A1,TMEM147
ALDOA,GAPDHS
DERA,GAPDHS
PGK1,GAPDHS
ALDOC,GAPDHS
BPGM,GAPDHS
GPI,GAPDHS
PGK2,GAPDHS
TKT,GAPDHS
H6PD,GAPDHS
TALDO1,GAPDHS
TPI1,GAPDHS
G6PD,GAPDHS
TKTL1,GAPDHS
ALDOB,GAPDHS
GAPDH,GAPDHS
TKTL2,GAPDHS
SP1,USF2
EP300,USF2
USF1,USF2
SCAF1,ERF
MAPK3,ERF
APC,GSK3A
CSNK1A1,GSK3A
AKT3,GSK3A
GSK3B,GSK3A
AXIN1,GSK3A
CACYBP,GSK3A
MAPT,GSK3A
FRAT1,GSK3A
BTRC,GSK3A
SIAH1,GSK3A
CTNNB1,GSK3A
AXIN2,GSK3A
AKT2,GSK3A
APP,GSK3A
AKT1,GSK3A
PALS2,CADM4
CADM3,CADM4
PLA2G7,PON1
PCYOX1,PON1
APOC3,PON1
LCAT,PON1
APOB,PON1
APOE,PON1
APOM,PON1
HPR,PON1
APOC1,PON1
LPA,PON1
CLU,PON1
APOC2,PON1
APOA5,PON1
APOA1,PON1
APOA4,PON1
APOA2,PON1
APOF,PON1
PON3,PON1
ALB,PON1
APOL1,PON1
PLTP,PON1
APOC4,PON1
ABCE1,ABCF2-H2BK1
AKT1,HGF
HGFAC,HGF
EGFR,HGF
FGF8,HGF
FLT1,HGF
FGF5,HGF
SPINT2,HGF
FGF9,HGF
NRP1,HGF
SDC1,HGF
FGF17,HGF
FGF7,HGF
FLT4,HGF
FGF2,HGF
NTRK1,HGF
KIT,HGF
KRAS,HGF
FGFR2,HGF
ERBB2,HGF
CD44,HGF
ERBB3,HGF
IL7,HGF
MET,HGF
SPINT1,HGF
FGF10,HGF
IGF1R,HGF
IGF1,HGF
FGF16,HGF
FGF18,HGF
TEK,HGF
FN1,HGF
GAB1,HGF
PDGFRB,HGF
MST1R,HGF
IL6,HGF
FGF3,HGF
SRC,HGF
KDR,HGF
FGF6,HGF
ITGA6,LAMB1
CD44,LAMB1
ITGB5,LAMB1
LAMC3,LAMB1
LAMA3,LAMB1
LAMA1,LAMB1
ITGA1,LAMB1
NID1,LAMB1
LAMC2,LAMB1
ITGB1,LAMB1
LAMA5,LAMB1
LAMA4,LAMB1
LAMA2,LAMB1
LAMC1,LAMB1
CUL1,UBE2D4
UBA1,UBE2D4
GCDH,UBE2D4
UBE2D2,UBE2D4
NFKBIB,UBE2D4
UBE2D1,UBE2D4
CER1,WNT16
FZD4,WNT16
FZD2,WNT16
DKK1,WNT16
LRP6,WNT16
FZD8,WNT16
PORCN,WNT16
FZD3,WNT16
FZD5,WNT16
FZD6,WNT16
WNT11,WNT16
FZD9,WNT16
LRP5,WNT16
SFRP4,WNT16
WIF1,WNT16
WLS,WNT16
GPC3,WNT16
FZD1,WNT16
NOTUM,WNT16
CELA3A,CPA2
CPA3,CPA2
CMA1,CPA4
LXN,CPA4
MRPL21,GTPBP10
MRPL50,GTPBP10
MRPL17,GTPBP10
MRPL11,GTPBP10
MRPL44,GTPBP10
DDX28,GTPBP10
MRPS30,GTPBP10
MRPL32,GTPBP10
MRPL14,GTPBP10
MRPL13,GTPBP10
MRPL4,GTPBP10
MRPL2,GTPBP10
MIURF,GTPBP10
MRPL3,GTPBP10
MRM3,GTPBP10
MALSU1,GTPBP10
MRPL20,GTPBP10
MTG1,GTPBP10
MRPL22,GTPBP10
MRPL16,GTPBP10
MRPL24,GTPBP10
MRPL9,GTPBP10
MRPL58,GTPBP10
MRPL19,GTPBP10
MRPL27,GTPBP10
F3,TFPI2
SEC24A,BET1
SEC24B,BET1
BNIP1,BET1
STX8,BET1
USO1,BET1
NAPG,BET1
VAMP2,BET1
BET1L,BET1
LMAN1,BET1
SEC22C,BET1
STX5,BET1
SEC22A,BET1
SCFD1,BET1
SEC22B,BET1
GOSR1,BET1
VTI1B,BET1
RAB1A,BET1
STX3,BET1
TRAPPC3,BET1
VTI1A,BET1
NSF,BET1
USE1,BET1
STX18,BET1
VAMP8,BET1
STX12,BET1
STX4,BET1
VAMP7,BET1
VAMP4,BET1
SNAP23,BET1
STX6,BET1
GOSR2,BET1
YKT6,BET1
STX7,BET1
NAPA,BET1
BST1,NAMPT
NT5C1B,NAMPT
ENPP3,NAMPT
ADIPOQ,NAMPT
SIRT5,NAMPT
NT5M,NAMPT
SIRT6,NAMPT
NMNAT2,NAMPT
NNMT,NAMPT
SIRT2,NAMPT
NMRK1,NAMPT
SIRT3,NAMPT
NT5E,NAMPT
NT5C,NAMPT
CYBB,NAMPT
NAPRT,NAMPT
NMNAT1,NAMPT
NT5C2,NAMPT
NT5C1B-RDH14,NAMPT
CLOCK,NAMPT
CD38,NAMPT
NUDT12,NAMPT
NMRK2,NAMPT
ENPP1,NAMPT
PNP,NAMPT
SIRT7,NAMPT
NT5C1A,NAMPT
BMAL1,NAMPT
RETNLB,NAMPT
BRIX1,POLR1F
POLR3B,POLR1F
POLR1B,POLR1F
POLR1D,POLR1F
RSL24D1,POLR1F
NHP2,POLR1F
RPF2,POLR1F
POLR3A,POLR1F
POLR1H,POLR1F
NOC2L,POLR1F
IMP4,POLR1F
POLR3K,POLR1F
POLR1C,POLR1F
POLR2L,POLR1F
POLR2B,POLR1F
POLR1E,POLR1F
POLR2E,POLR1F
POLR2K,POLR1F
UTP4,POLR1F
NIFK,POLR1F
POLR2H,POLR1F
RRS1,POLR1F
POLR1G,POLR1F
RPA3,POLR1F
POLR2F,POLR1F
MAK16,POLR1F
POLR1A,POLR1F
FN1,ITGB8
ITGA1,ITGB8
ITGB2,ITGB8
SRC,ITGB8
PTK2,ITGB8
ITGA5,ITGB8
ITGA8,ITGB8
ITGA4,ITGB8
ITGB5,ITGB8
ITGA3,ITGB8
ACTB,ITGB8
ITGAL,ITGB8
ITGA11,ITGB8
ITGAX,ITGB8
ITGB7,ITGB8
ITGB3,ITGB8
ITGAV,ITGB8
VTN,ITGB8
ITGA10,ITGB8
ITGB1,ITGB8
ACTG1,ITGB8
ITGB6,ITGB8
ITGA2,ITGB8
SIN3A,HBP1
CADM3,PALS2
LIN7A,PALS2
CADM1,PALS2
LIN7C,PALS2
CYC1,NPVF
UQCRFS1,NPVF
KISS1R,NPVF
COX3,NPVF
KISS1,NPVF
NPFFR1,NPVF
COX1,NPVF
UQCRB,NPVF
NPFFR2,NPVF
TUFM,NPVF
CAV1,CAV2
NOS3,CAV2
CALML4,CAV2
SRC,CAV2
CAVIN1,CAV2
FYN,CAV2
CAV3,CAV2
EGFR,CAV2
CALM3,CAV2
PRNP,CAV2
CALML6,CAV2
CALML3,CAV2
CALML5,CAV2
DLL1,LFNG
RFNG,LFNG
NOTCH4,LFNG
MFNG,LFNG
NOTCH3,LFNG
MESP2,LFNG
NOTCH1,LFNG
NOTCH2,LFNG
HOXA7,HOXA5
HOXA10,HOXA5
HOXD4,HOXA5
HOXB4,HOXA5
HOXB7,HOXA5
HOXA6,HOXA5
HOXC4,HOXA5
HOXB5,HOXA5
HOXB6,HOXA5
HOXC6,HOXA5
HOXB6,HOXA6
HOXC4,HOXA6
HOXB7,HOXA6
HOXA7,HOXA6
FZD4,TSPAN12
NDP,TSPAN12
LRP5,TSPAN12
CPLX1,STX1A
KCNA1,STX1A
CACNA1B,STX1A
SLC6A1,STX1A
NAPB,STX1A
CAV3,STX1A
CPLX3,STX1A
STX16,STX1A
KCNB1,STX1A
SNX4,STX1A
SYT1,STX1A
SYP,STX1A
VAMP2,STX1A
STXBP5,STX1A
SNAP47,STX1A
STX17,STX1A
SYTL4,STX1A
STXBP5L,STX1A
RIMS1,STX1A
TXLNA,STX1A
SYN1,STX1A
STX8,STX1A
SLC6A3,STX1A
UNC13B,STX1A
INS,STX1A
NAPA,STX1A
VAMP4,STX1A
SNAP23,STX1A
APBA1,STX1A
STX6,STX1A
STXBP3,STX1A
CPLX2,STX1A
STX4,STX1A
SLC6A4,STX1A
STX12,STX1A
ST8SIA2,STX1A
STXBP2,STX1A
VAMP7,STX1A
NSF,STX1A
CPLX4,STX1A
SYT5,STX1A
STXBP1,STX1A
HTT,STX1A
SNAP25,STX1A
VAMP1,STX1A
VAMP8,STX1A
RPS27A,NOD1
UBC,NOD1
SUGT1,NOD1
NOD2,NOD1
CASP9,NOD1
ARHGEF2,NOD1
UBB,NOD1
CASP1,NOD1
UBA52,NOD1
BIRC2,NOD1
ATG16L1,NOD1
TLR2,NOD1
CARD6,NOD1
HSP90AA1,NOD1
PDGFA,PDAP1
CYP2C19,CYP3A5
CYP26C1,CYP3A5
CYP7A1,CYP3A5
UGT2B17,CYP3A5
EPHX1,CYP3A5
UGT1A5,CYP3A5
UGT1A1,CYP3A5
HSD17B1,CYP3A5
CYP3A7-CYP3A51P,CYP3A5
CYP2S1,CYP3A5
CYP2A13,CYP3A5
CYP2C8,CYP3A5
CYP26A1,CYP3A5
SULT1E1,CYP3A5
GSTM1,CYP3A5
ALDH1A1,CYP3A5
HSD3B1,CYP3A5
POR,CYP3A5
CYP3A7,CYP3A5
CYP4A22,CYP3A5
HSD17B12,CYP3A5
UGT1A8,CYP3A5
ABCB1,CYP3A5
AKR1C3,CYP3A5
UGT1A9,CYP3A5
HSD17B6,CYP3A5
CYP2C9,CYP3A5
UGT1A3,CYP3A5
UGT1A7,CYP3A5
ALDH1A2,CYP3A5
HSD3B2,CYP3A5
HSD17B7,CYP3A5
UGT1A6,CYP3A5
UGT2A2,CYP3A5
ALDH1A3,CYP3A5
CYP17A1,CYP3A5
UGT2B7,CYP3A5
CYP2A6,CYP3A5
CYP2B6,CYP3A5
CYP4A11,CYP3A5
UGT2B10,CYP3A5
CYP2C18,CYP3A5
UGT2B15,CYP3A5
HSD17B8,CYP3A5
CYB5A,CYP3A5
UGT1A10,CYP3A5
PPIG,CYP3A5
UGT2A3,CYP3A5
CYP1A1,CYP3A5
UGT1A4,CYP3A5
AOX1,CYP3A5
CYP3A4,CYP3A5
CYP19A1,CYP3A5
UGT2B11,CYP3A5
UGT2B4,CYP3A5
CYP1A2,CYP3A5
UGT2B28,CYP3A5
MSH3,SNX8
PACSIN1,WASL
GSN,WASL
WASF2,WASL
RAC3,WASL
ARPC2,WASL
VIPR1,WASL
BIN1,WASL
DNMBP,WASL
ABI1,WASL
NCKIPSD,WASL
RAC2,WASL
PACSIN3,WASL
PACSIN2,WASL
FNBP1L,WASL
NCK2,WASL
SNX9,WASL
DNM2,WASL
WIPF2,WASL
AMPH,WASL
ARPC1B,WASL
SRGAP3,WASL
ACTA1,WASL
AKT1,WASL
ACTR3,WASL
ACTR3B,WASL
TRIP10,WASL
BAIAP2,WASL
FNBP1,WASL
CTTN,WASL
HCLS1,WASL
FYN,WASL
ACTG1,WASL
ARPC3,WASL
IQGAP1,WASL
ARPC4,WASL
FCHSD2,WASL
ABI2,WASL
WAS,WASL
NPHS1,WASL
ARPC5L,WASL
PTK2,WASL
PFN3,WASL
NCK1,WASL
SH3PXD2A,WASL
VASP,WASL
SRC,WASL
RHOQ,WASL
ACTR2,WASL
ARPC1A,WASL
ITSN1,WASL
ACTR3C,WASL
PFN1,WASL
SRGAP2,WASL
SH3YL1,WASL
ARPC5,WASL
ACTB,WASL
CFL2,WASL
ITSN2,WASL
PFN4,WASL
WIPF1,WASL
WASF1,WASL
SCIN,WASL
CFL1,WASL
WIPF3,WASL
GRB2,WASL
IDUA,HYAL4
GUSB,HYAL4
ARSB,HYAL4
KARS1,AIMP2
PRKN,AIMP2
MARS1,AIMP2
FUBP1,AIMP2
DARS1,AIMP2
QARS1,AIMP2
LARS1,AIMP2
RARS1,AIMP2
AARS1,AIMP2
AIMP1,AIMP2
EEF1E1,AIMP2
EPRS1,AIMP2
MARS2,AIMP2
IARS1,AIMP2
RARS2,AIMP2
COL5A1,PCOLCE
COL5A2,PCOLCE
COL1A2,PCOLCE
BMP1,PCOLCE
TLL2,PCOLCE
COL3A1,PCOLCE
NOB1,RBM28
DDX56,RBM28
NOC2L,RBM28
GNL3,RBM28
RBM19,RBM28
RPF2,RBM28
GNL3L,RBM28
RPF1,RBM28
NOL10,RBM28
NSUN6,RBM28
WDR43,RBM28
NOL6,RBM28
LTV1,RBM28
MPHOSPH10,RBM28
WDR3,RBM28
PWP1,RBM28
NOP2,RBM28
UTP18,RBM28
NOP14,RBM28
IMP4,RBM28
NAT10,RBM28
GTPBP4,RBM28
NOC3L,RBM28
DDX24,RBM28
FTSJ3,RBM28
WDR12,RBM28
GRWD1,RBM28
RBM34,RBM28
UTP3,RBM28
RRP9,RBM28
BRIX1,RBM28
TBL3,RBM28
PDCD11,RBM28
BMS1,RBM28
CEBPZ,RBM28
UTP11,RBM28
RRS1,RBM28
RRP8,RBM28
SDAD1,RBM28
UTP14A,RBM28
NOP58,RBM28
SURF6,RBM28
UTP14C,RBM28
WDR46,RBM28
MAK16,RBM28
KRR1,RBM28
RSL1D1,RBM28
DDX18,RBM28
LSG1,RBM28
BYSL,RBM28
NVL,RBM28
BOP1,RBM28
EBNA1BP2,RBM28
GNL2,RBM28
DCAF13,RBM28
PUM3,RBM28
RRP15,RBM28
NOP56,RBM28
NIP7,RBM28
PES1,RBM28
UTP6,RBM28
NOP53,RBM28
NIFK,RBM28
UTP4,RBM28
RRP12,RBM28
DKC1,RBM28
DDX54,RBM28
MMP3,SERPINE1
PLAUR,SERPINE1
PLAU,SERPINE1
PROC,SERPINE1
VTN,SERPINE1
PLG,SERPINE1
LRP1,SERPINE1
AGTR1,SERPINE1
LEP,SERPINE1
SERPINB2,SERPINE1
INS,SERPINE1
VLDLR,SERPINE1
SMAD4,SERPINE1
F3,SERPINE1
CCL2,SERPINE1
DGAT1,MOGAT3
MOGAT1,MOGAT3
LPL,MOGAT3
