gene1,gene2
BRD7,ARID1A
DPF1,ARID1A
SMARCC2,ARID1A
SMARCA2,ARID1A
BCL7A,ARID1A
BCL11A,ARID1A
PBRM1,ARID1A
BCL7B,ARID1A
PHF10,ARID1A
ERLIN1,RNF185
TMUB2,RNF185
ERLIN2,RNF185
TMUB1,RNF185
RNF5,RNF185
TMEM259,RNF185
LYN,BANK1
MS4A1,BANK1
ITSN2,EPN2
SYNJ1,EPN2
FCHO2,EPN2
ITSN1,EPN2
EPS15L1,EPN2
PICALM,EPN2
FCHO1,EPN2
AP2A1,EPN2
AP2B1,EPN2
CLTCL1,EPN2
REPS2,EPN2
SNAP91,EPN2
EPS15,EPN2
AMPH,EPN2
KAT8,ING3
MEAF6,ING3
H3-5,ING3
EP400,ING3
MCRS1,ING3
DMAP1,ING3
RUVBL2,ING3
H3C12,ING3
VPS72,ING3
KAT5,ING3
H3C13,ING3
MBTD1,ING3
H3-7,ING3
TRRAP,ING3
H3-4,ING3
UCHL5,ING3
ACTR8,ING3
ACTB,ING3
MRGBP,ING3
MSL1,ING3
INO80E,ING3
MORF4L1,ING3
INO80,ING3
INO80C,ING3
NFRKB,ING3
WDR5,ING3
ACTL6A,ING3
TFPT,ING3
ANP32E,ING3
SIN3A,ING3
MRPL9,MRPS33
MRPL52,MRPS33
MRPL23,MRPS33
CHCHD1,MRPS33
MRPS15,MRPS33
MRPS14,MRPS33
MRPL47,MRPS33
MRPL42,MRPS33
MRPL43,MRPS33
DAP3,MRPS33
MRPL20,MRPS33
MRPS21,MRPS33
MRRF,MRPS33
MRPL28,MRPS33
MRPS2,MRPS33
MRPL30,MRPS33
MRPL24,MRPS33
SSBP1,MRPS33
MRPL22,MRPS33
AURKAIP1,MRPS33
MRPL40,MRPS33
MRPL41,MRPS33
MRPL14,MRPS33
MRPL2,MRPS33
MRPL55,MRPS33
MRPS27,MRPS33
MRPL35,MRPS33
MRPS30,MRPS33
MRPS12,MRPS33
TUFM,MRPS33
GADD45GIP1,MRPS33
NDUFB2,MRPS33
MRPL54,MRPS33
MRPS26,MRPS33
MRPL37,MRPS33
MRPS16,MRPS33
MRPL45,MRPS33
MRPS22,MRPS33
MRPS18A,MRPS33
MRPL36,MRPS33
MRPL18,MRPS33
MRPS6,MRPS33
MTIF3,MRPS33
MRPL50,MRPS33
MRPL21,MRPS33
MRPL12,MRPS33
FDFT1,FAXDC2
LSS,FAXDC2
PUS1,YARS2
YARS1,YARS2
EPRS1,YARS2
SARS1,YARS2
RARS2,YARS2
IARS1,YARS2
SARS2,YARS2
HARS2,YARS2
LARS2,YARS2
PARS2,YARS2
EARS2,YARS2
HARS1,YARS2
GARS1,YARS2
TARS2,YARS2
LARS1,YARS2
IARS2,YARS2
DARS2,YARS2
KARS1,YARS2
TRUB2,YARS2
WARS1,YARS2
VARS2,YARS2
VARS1,YARS2
NRAS,EML4
JAK3,EML4
JAK1,EML4
KLC1,EML4
PIK3R1,EML4
HRAS,EML4
ROS1,EML4
PIK3CD,EML4
PLCG2,EML4
JAK2,EML4
PIK3CB,EML4
ALK,EML4
STX11,STX19
STXBP5,STX19
VAMP2,STX19
STXBP1,STX19
STXBP2,STX19
TUBE1,TUBD1
TUBGCP2,TUBD1
DEFB108B,DEFB104A
DEFB105A,DEFB104A
DEFB106B,DEFB104A
DEFB107A,DEFB104A
DEFB103A,DEFB104A
DEFB104B,DEFB104A
KIFBP,KIF1C
PTPN21,KIF1C
ANKFY1,KIF1C
PRKCSH,CALR
ITPR3,CALR
P4HB,CALR
C1QA,CALR
MBL2,CALR
HSP90AA1,CALR
SFTPD,CALR
HSP90AB1,CALR
HYOU1,CALR
PDIA6,CALR
TAPBP,CALR
ANXA2,CALR
B2M,CALR
TAP1,CALR
HLA-E,CALR
PDIA4,CALR
MPL,CALR
SEC22B,CALR
GANAB,CALR
TAP2,CALR
CALU,CALR
HMGB1,CALR
C1QC,CALR
HLA-A,CALR
HLA-G,CALR
HSPA5,CALR
TLR4,CALR
HLA-C,CALR
HLA-B,CALR
ATF6,CALR
TOP3B,TRIM41
ATL2,SPAST
CHMP1B,SPAST
IST1,SPAST
NIPA1,SPAST
REEP1,SPAST
ATL1,SPAST
ZFYVE27,SPAST
ATL3,SPAST
ACLY,MLXIPL
SREBF1,MLXIPL
MXD4,MLXIPL
YWHAB,MLXIPL
OGT,MLXIPL
OTUB1,RNF168
H2AC18,RNF168
VPS29,RNF168
TP53BP1,RNF168
UIMC1,RNF168
H1-0,RNF168
UBC,RNF168
H2BC21,RNF168
SUMO1,RNF168
BRCA1,RNF168
UBA52,RNF168
H2AX,RNF168
H2AC20,RNF168
UBB,RNF168
SUMO2,RNF168
MDC1,RNF168
RNF8,RNF168
UBE2D3,RNF168
NCK1,WIPF2
WAS,WIPF2
GRB2,WIPF2
WIPF1,WIPF2
VAMP2,SLC2A4
RAB11B,SLC2A4
AKT1,SLC2A4
SLC2A1,SLC2A4
RAB14,SLC2A4
EXOC7,SLC2A4
ADIPOQ,SLC2A4
STXBP3,SLC2A4
CEBPA,SLC2A4
INS,SLC2A4
TBC1D4,SLC2A4
IL17A,IL17RA
IL6,IL17RA
TRAF6,IL17RA
IL17F,IL17RA
TRAF3,IL17RA
TRAF3IP2,IL17RA
IL25,IL17RA
IL17RE,IL17RA
CNOT10,CNOT1
TNRC6A,CNOT1
NANOS1,CNOT1
TNKS1BP1,CNOT1
EIF4ENIF1,CNOT1
CNOT3,CNOT1
CNOT6,CNOT1
DDX6,CNOT1
CNOT8,CNOT1
CNOT9,CNOT1
NANOS2,CNOT1
TOB1,CNOT1
CNOT7,CNOT1
CNOT4,CNOT1
CNOT6L,CNOT1
YTHDF2,CNOT1
RC3H1,CNOT1
S100A7,DEFB103A
DEFB107A,DEFB103A
DEFB105A,DEFB103A
DEFB106B,DEFB103A
CXCR4,DEFB103A
CCR6,DEFB103A
CCRL2,DEFB103A
DEFB104B,DEFB103A
DEFA1B,DEFB103A
TEAD1,VGLL2
GDPD3,TMEM86B
FH,ME2
ME3,ME2
PKLR,ME2
PC,ME2
MDH2,ME2
ME1,ME2
LDHC,ME2
CS,ME2
NGF,TAC1
TRPV1,TAC1
AGT,TAC1
NPY,TAC1
VIP,TAC1
KNG1,TAC1
PDYN,TAC1
CCK,TAC1
PENK,TAC1
MRGPRX2,TAC1
TRPC7,TAC1
TAC4,TAC1
TACR2,TAC1
POMC,TAC1
TMEM30B,ATP11B
TEK,TNIP2
UBB,TNIP2
TNFAIP3,TNIP2
UBC,TNIP2
SH2B3,SH2B1
NEGR1,SH2B1
TMEM18,SH2B1
GRB2,SH2B1
KCTD15,SH2B1
JAK2,SH2B1
LEPR,SH2B1
FTO,SH2B1
IRS2,SH2B1
NTRK1,SH2B1
UBE2D2,RCHY1
GORAB,RCHY1
AR,RCHY1
POLH,RCHY1
GNE,TALDO1
TKTL1,TALDO1
ENO3,TALDO1
G6PD,TALDO1
FBP2,TALDO1
GFPT1,TALDO1
PFKP,TALDO1
RPE,TALDO1
FBP1,TALDO1
PKLR,TALDO1
GAPDH,TALDO1
PGAM4,TALDO1
ALDOB,TALDO1
PGM2,TALDO1
ENO1,TALDO1
ALDOC,TALDO1
ENO4,TALDO1
LDHC,TALDO1
DERA,TALDO1
RPEL1,TALDO1
ALDOA,TALDO1
ENO2,TALDO1
PGAM1,TALDO1
PFKM,TALDO1
HK1,TALDO1
H6PD,TALDO1
TKT,TALDO1
BPGM,TALDO1
GPI,TALDO1
COX4I1,COX8A
COX4I2,COX8A
COX2,COX8A
COX6C,COX8A
NDUFA4,COX8A
COX7B,COX8A
COX1,COX8A
COX7A2L,COX8A
COX6B1,COX8A
COX3,COX8A
COX7C,COX8A
COX7A2,COX8A
COX8C,COX8A
PEX19,PXMP2
LPAR5,F2R
LPAR6,F2R
THBD,F2R
EPRS1,F2R
ARRB2,F2R
PITRM1,F2R
GNAS,F2R
LPAR1,F2R
LPAR2,F2R
GNA13,F2R
LPAR4,F2R
ARRB1,F2R
CHRM2,F2R
LPAR3,F2R
AGT,F2R
MMP1,F2R
UBE2L3,RNF144A
APOA2,LPA
APOA4,LPA
FGA,LPA
PLTP,LPA
APOM,LPA
APOC2,LPA
APOA5,LPA
APOC4,LPA
APOC1,LPA
IL17F,IL23R
TYK2,IL23R
STAT4,IL23R
JAK2,IL23R
IL10,IL23R
IL6,IL23R
IL12RB1,IL23R
IL17A,IL23R
IL22,IL23R
RORC,IL23R
DIAPH1,DIAPH2
RHOA,DIAPH2
PFN3,DIAPH2
PFN4,DIAPH2
POF1B,DIAPH2
CUL2,ASB4
KLHDC10,ASB4
PRAMEF15,ASB4
ELOC,ASB4
PRAME,ASB4
KLHDC1,ASB4
PRAMEF6,ASB4
CUL5,ASB4
PTH,SLC34A1
SLC34A2,SLC34A1
SLC34A3,SLC34A1
PHEX,SLC34A1
RPS19,RRP7A
UTP14C,RRP7A
KRI1,RRP7A
RPS16,RRP7A
RSL1D1,RRP7A
RPS18,RRP7A
NGDN,RRP7A
WDR46,RRP7A
FBLL1,RRP7A
MCC,RRP7A
RPS24,RRP7A
RPS27L,RRP7A
IMP3,RRP7A
NOC4L,RRP7A
UTP14A,RRP7A
UTP4,RRP7A
HEATR1,RRP7A
RPS8,RRP7A
RPS6,RRP7A
EBNA1BP2,RRP7A
RPS4X,RRP7A
RPS7,RRP7A
RPS5,RRP7A
DDX52,RRP7A
NOP56,RRP7A
RPS28,RRP7A
NOP14,RRP7A
EMG1,RRP7A
FCF1,RRP7A
AATF,RRP7A
EXOSC10,RRP7A
RPF2,RRP7A
EXOSC9,RRP7A
RPS27,RRP7A
WDR43,RRP7A
NOL10,RRP7A
CSNK2B,RRP7A
PDCD11,RRP7A
BMS1,RRP7A
DNTTIP2,RRP7A
TBL3,RRP7A
RPS13,RRP7A
RPS3A,RRP7A
UTP11,RRP7A
RPS14,RRP7A
SNU13,RRP7A
RCL1,RRP7A
RPS9,RRP7A
MCUB,MICU3
MCU,MICU3
SMDT1,MICU3
MICU2,MICU3
MICU1,MICU3
MCUR1,MICU3
DLG4,LLGL1
DLG1,LLGL1
LLGL2,LLGL1
DLG3,LLGL1
PARD6B,LLGL1
PRKCZ,LLGL1
UBE3A,LLGL1
SCRIB,LLGL1
BORCS7,BORCS5
BORCS8,BORCS5
BORCS6,BORCS5
BLOC1S2,BORCS5
SNAPIN,BORCS5
KXD1,BORCS5
BLOC1S1,BORCS5
SEMA4B,DCBLD2
AMPD1,IMPDH2
IMPDH1,IMPDH2
NT5M,IMPDH2
AMPD2,IMPDH2
NT5C1B,IMPDH2
NT5C3B,IMPDH2
EPHX2,IMPDH2
NUDT16,IMPDH2
ADSS1,IMPDH2
ENTPD4,IMPDH2
ENTPD5,IMPDH2
ADSL,IMPDH2
ENTPD8,IMPDH2
AMPD3,IMPDH2
NT5C1B-RDH14,IMPDH2
CTPS1,IMPDH2
NT5C2,IMPDH2
GMPS,IMPDH2
ENTPD1,IMPDH2
ADSS2,IMPDH2
ITPA,IMPDH2
NT5C3A,IMPDH2
ENTPD6,IMPDH2
DPYSL3,CRMP1
GNE,CRMP1
DPYSL2,CRMP1
LTN1,ANKZF1
VCP,ANKZF1
RPA2,TOP3A
BRCA2,TOP3A
FAAP100,TOP3A
TOP1MT,TOP3A
TOP2A,TOP3A
FANCG,TOP3A
XRCC3,TOP3A
EXO1,TOP3A
BLM,TOP3A
RECQL4,TOP3A
BRCA1,TOP3A
FANCA,TOP3A
RAD52,TOP3A
TOP3B,TOP3A
ERCC6L,TOP3A
RAD51,TOP3A
DNA2,TOP3A
CDC20,CDC25C
SPDYE3,CDC25C
SPDYE4,CDC25C
CAMK2A,CDC25C
PPP1CB,CDC25C
KIF2C,CDC25C
CHEK2,CDC25C
PLK3,CDC25C
YWHAQ,CDC25C
CHEK1,CDC25C
YWHAZ,CDC25C
SPDYA,CDC25C
SPDYE11,CDC25C
CDC45,CDC25C
WEE1,CDC25C
PRKACB,CDC25C
PPP1CA,CDC25C
SPDYE5,CDC25C
SFN,CDC25C
CDK1,CDC25C
SPDYC,CDC25C
CAMK2B,CDC25C
PPP1CC,CDC25C
SPDYE2,CDC25C
MARK3,CDC25C
SPDYE2B,CDC25C
PKN1,CDC25C
CDK5,CDC25C
HJURP,CDC25C
PRKACG,CDC25C
SPDYE6,CDC25C
MAPK11,CDC25C
SPDYE16,CDC25C
YWHAB,CDC25C
TTN,ANKRD23
PAX1,MEOX1
CKAP5,TACC1
FGFR1,TACC1
SNRPD2,GEMIN4
DDX20,GEMIN4
SMN1,GEMIN4
SNRPG,GEMIN4
GEMIN8,GEMIN4
SNRPB,GEMIN4
SNRPE,GEMIN4
SMN2,GEMIN4
STRAP,GEMIN4
ZFC3H1,DIS3L
SUPV3L1,DIS3L
EXOSC6,DIS3L
EXOSC8,DIS3L
EXOSC1,DIS3L
C1D,DIS3L
DIS3,DIS3L
PNPT1,DIS3L
EXOSC9,DIS3L
EXOSC10,DIS3L
HBS1L,DIS3L
EXOSC3,DIS3L
EXOSC2,DIS3L
BSG,SLC16A8
H2AC19,H2BC4
H3C7,H2BC4
H3C14,H2BC4
H2AC18,H2BC4
CENPA,H2BC4
H4C1,H2BC4
H3C8,H2BC4
H2AC17,H2BC4
SMARCB1,H2BC4
H4C13,H2BC4
H3C11,H2BC4
H2BC9,H2BC4
H4C12,H2BC4
H3C15,H2BC4
H3-5,H2BC4
H4C15,H2BC4
H4C3,H2BC4
TP53BP1,H2BC4
H3C4,H2BC4
H2AC16,H2BC4
H4C4,H2BC4
H3C1,H2BC4
H2BC14,H2BC4
H2BC3,H2BC4
H2BC21,H2BC4
CENPN,H2BC4
H4C14,H2BC4
H2AC11,H2BC4
H3C2,H2BC4
UBC,H2BC4
H3C10,H2BC4
H2BC6,H2BC4
H3C3,H2BC4
UBA52,H2BC4
H2AC7,H2BC4
H2BC10,H2BC4
H2AC13,H2BC4
H4C16,H2BC4
SMARCA4,H2BC4
H4C9,H2BC4
UBB,H2BC4
H4C2,H2BC4
ACTB,H2BC4
H2AC20,H2BC4
RNF40,H2BC4
H3-4,H2BC4
H4C11,H2BC4
H2BC8,H2BC4
H3C6,H2BC4
SETD2,H2BC4
H2BC15,H2BC4
H3-7,H2BC4
H2BC18,H2BC4
H3C13,H2BC4
H4C7,H2BC4
H2BC7,H2BC4
H3-3A,H2BC4
H2BC17,H2BC4
H3C12,H2BC4
H2AC15,H2BC4
RNF20,H2BC4
H2AC6,H2BC4
H2AJ,H2BC4
H4C5,H2BC4
FGFRL1,FGF8
FGFBP1,FGF8
FRS2,FGF8
FGFR3,FGF8
CD44,FGF8
FGFR1,FGF8
KL,FGF8
HSPG2,FGF8
NTRK1,FGF8
FGFR2,FGF8
RIT1,RIT2
ANKRD49,TRIT1
VAMP2,STXBP5
STXBP6,STXBP5
STX11,STXBP5
STX3,STXBP5
VTI1B,STXBP5
STX12,STXBP5
STX7,STXBP5
SYBU,STXBP5
NCOA3,ETV4
COP1,ETV4
FGG,SERPINF2
FN1,SERPINF2
FGA,SERPINF2
A2M,SERPINF2
B4GALT4,B3GNT3
LRRTM3,B3GNT3
FUT2,B3GNT3
ST3GAL6,B3GNT3
GCNT2,B3GNT3
FUT4,B3GNT3
B4GALT3,B3GNT3
B4GALT1,B3GNT3
FUT5,B3GNT3
CUL1,FBXL13
CETN2,FBXL13
MYO19,RHOT2
TRAK2,RHOT2
MFN2,RHOT2
PINK1,RHOT2
MFN1,RHOT2
PRKN,RHOT2
TRAK1,RHOT2
SPG7,C7
C8B,C7
C8G,C7
VDAC1,C7
C8A,C7
GABARAPL1,ATG4C
ATG5,ATG4C
MAP1LC3B,ATG4C
ATG7,ATG4C
ATG12,ATG4C
ACTR2,PFN4
APBB1IP,PFN4
ACTB,PFN4
CFL1,PFN4
WAS,PFN4
PFN3,PFN4
TMSB4X,PFN4
ACTG1,PFN4
GSN,PFN4
FMNL1,PFN4
DIAPH1,PFN4
RFC4,DSCC1
CHTF8,DSCC1
RFC5,DSCC1
POLE,DSCC1
WDHD1,DSCC1
PRIM1,DSCC1
POLA1,DSCC1
RFC3,DSCC1
SMC3,DSCC1
DPM1,DPM2
DPM3,DPM2
PIGC,DPM2
PIGP,DPM2
PIGY,DPM2
DPAGT1,DPM2
DOLPP1,DPM2
GMPPA,DPM2
PIGM,DPM2
PIGA,DPM2
PIGV,DPM2
ALG3,DPM2
DOLK,DPM2
PTK2B,PITPNM2
ELOVL2,FADS1
HACD4,FADS1
HACD1,FADS1
HACD2,FADS1
SCD,FADS1
TRPC1,ORAI3
STIM2,ORAI3
STIM1,ORAI3
ORAI2,ORAI3
TRPC3,ORAI3
ORAI1,ORAI3
FPGT-TNNI3K,TNNI3K
TNNI3,TNNI3K
VNN1,VNN2
WNT8B,PORCN
WNT7B,PORCN
WNT11,PORCN
WNT2B,PORCN
WNT8A,PORCN
WNT5B,PORCN
CLK3,COQ7
COQ6,COQ7
PSEN2,COQ7
PDSS1,COQ7
PDSS2,COQ7
FAM20A,FAM20C
SPP1,FAM20C
ZNF749,VN1R1
ZNF772,VN1R1
GNL3L,RRS1
RPF1,RRS1
WDR43,RRS1
LYAR,RRS1
GNL3,RRS1
RPF2,RRS1
ZNF593,RRS1
RRP1B,RRS1
NOP2,RRS1
BRIX1,RRS1
GTPBP4,RRS1
NOC3L,RRS1
FTSJ3,RRS1
PAK1IP1,RRS1
UTP11,RRS1
WDR74,RRS1
RPLP0,RRS1
BMS1,RRS1
MRTO4,RRS1
IMP3,RRS1
TSR2,RRS1
RPL7,RRS1
RPL11,RRS1
NSA2,RRS1
MAK16,RRS1
WDR46,RRS1
NGDN,RRS1
RSL1D1,RRS1
BOP1,RRS1
RPL5,RRS1
SURF6,RRS1
NLE1,RRS1
DDX47,RRS1
RRP1,RRS1
RRP15,RRS1
PUM3,RRS1
POLR1C,RRS1
PES1,RRS1
GNL2,RRS1
EBNA1BP2,RRS1
TFB2M,RRS1
NLGN4Y,KDM5D
AR,KDM5D
RPS4Y2,KDM5D
ATP5F1C,KDM5D
PCGF6,KDM5D
DDX3Y,KDM5D
ATP5F1A,KDM5D
EIF1AY,KDM5D
ATP6,KDM5D
USP9Y,KDM5D
UTY,KDM5D
HBB,HBA1
RPS26,HBA1
RPS29,HBA1
CYB5R3,HBA1
RPS27,HBA1
HP,HBA1
FAU,HBA1
RPS13,HBA1
RPS3A,HBA1
RPS14,HBA1
RPS9,HBA1
RPS19,HBA1
RPSA,HBA1
HBG2,HBA1
RPS16,HBA1
RPS18,HBA1
RPS24,HBA1
RPS21,HBA1
HBG1,HBA1
RPS10,HBA1
RPS25,HBA1
RPS20,HBA1
RPS15,HBA1
RPS2,HBA1
RPS8,HBA1
RPS6,HBA1
RPS17,HBA1
HBD,HBA1
RPS4X,HBA1
RPS7,HBA1
RPS5,HBA1
RPS28,HBA1
MRPL42,TUFM
NLRX1,TUFM
MRPS15,TUFM
RPS29,TUFM
HMGN1,TUFM
MRPS14,TUFM
MRPL47,TUFM
EIF1AX,TUFM
NDUFS2,TUFM
MRPL43,TUFM
HMGN2,TUFM
MRPL9,TUFM
MRPL52,TUFM
RPL3,TUFM
FLT3LG,TUFM
MRPL19,TUFM
CHCHD1,TUFM
MRPL23,TUFM
SMKR1,TUFM
RPS13,TUFM
MDH2,TUFM
MRPS2,TUFM
MRPL28,TUFM
MRPL24,TUFM
MRPL30,TUFM
MRPL40,TUFM
NPSR1,TUFM
PHB2,TUFM
MRPL41,TUFM
PDCD11,TUFM
EIF1AY,TUFM
RPLP0,TUFM
AURKAIP1,TUFM
MRPL22,TUFM
ATP5F1A,TUFM
RPS9,TUFM
MALSU1,TUFM
HMGN4,TUFM
DAP3,TUFM
MRPL20,TUFM
NDUFV1,TUFM
MTG1,TUFM
RPL17-C18orf32,TUFM
RPL13A,TUFM
EFTUD2,TUFM
RPS14,TUFM
RPL12,TUFM
PPP1R26,TUFM
MRPS21,TUFM
MRPL54,TUFM
RPS18,TUFM
RPS16,TUFM
MRPS26,TUFM
RPL5,TUFM
ATP5F1C,TUFM
CXorf66,TUFM
MRPS16,TUFM
MRPL45,TUFM
RPL23,TUFM
RPL7L1,TUFM
RPSA,TUFM
MRPL37,TUFM
MRPS27,TUFM
KARS1,TUFM
MRPL55,TUFM
ATG16L1,TUFM
ATG12,TUFM
MRTO4,TUFM
MRPL14,TUFM
MRPL2,TUFM
GADD45GIP1,TUFM
MRPS12,TUFM
RPL11,TUFM
RPL7,TUFM
MRPL35,TUFM
IMP3,TUFM
MRPS30,TUFM
RPL9,TUFM
ATG5,TUFM
MRPS6,TUFM
MTG2,TUFM
MRPL50,TUFM
RPS2,TUFM
RPS15,TUFM
RPL26,TUFM
RPL10A,TUFM
MRPL12,TUFM
NDUFAB1,TUFM
RPL23A,TUFM
RPL17,TUFM
TEX48,TUFM
MRPL21,TUFM
RPS20,TUFM
POLR1C,TUFM
MRPS18A,TUFM
RPL26L1,TUFM
RPS5,TUFM
MRPS22,TUFM
MRPL18,TUFM
MRPL36,TUFM
LATS2,SIAH2
SIAH1,SIAH2
SNCA,SIAH2
EGLN2,SIAH2
HIF1A,SIAH2
EGLN1,SIAH2
SCN3B,SCN4B
SCN11A,SCN4B
SCNN1A,SCN4B
SCN5A,SCN4B
SCN2A,SCN4B
KCNE1,SCN4B
SCN7A,SCN4B
PRKACB,SCN4B
SCN10A,SCN4B
SCN4A,SCN4B
PRKACG,SCN4B
SCN1B,SCN4B
SCNN1B,SCN4B
ANK2,SCN4B
SCN9A,SCN4B
AKAP9,SCN4B
SCN8A,SCN4B
CAMK2A,SCN4B
CAMK2B,SCN4B
AK9,DCTPP1
RRM2,DCTPP1
NME2,DCTPP1
NME1,DCTPP1
DCTD,DCTPP1
NT5C1B,DCTPP1
NME7,DCTPP1
NT5C3B,DCTPP1
NT5M,DCTPP1
NT5C3A,DCTPP1
NME1-NME2,DCTPP1
NME6,DCTPP1
NT5C2,DCTPP1
NT5C1B-RDH14,DCTPP1
IRAK4,PELI3
IRAK1,PELI3
TRAF6,PELI3
PRIM2,POLE
POLE3,POLE
TIMELESS,POLE
MCM10,POLE
POLA1,POLE
POLG,POLE
POLG2,POLE
CDC45,POLE
LIG3,POLE
GINS3,POLE
WDHD1,POLE
PCNA,POLE
POLD1,POLE
MCM3,POLE
PRIM1,POLE
RAD51D,POLE
POLD2,POLE
CRCP,POLE
RFC3,POLE
REV3L,POLE
BRCA1,POLE
POLE4,POLE
EXO1,POLE
KDM5A,PHF23
HTR3D,HTR3C
HTR3E,HTR3C
HTR3A,HTR3C
ND1,SLC25A41
ND2,SLC25A41
ND5,SLC25A41
ND4,SLC25A41
ND3,SLC25A41
INSIG1,HMGCS1
NSDHL,HMGCS1
DHCR24,HMGCS1
CS,HMGCS1
AUH,HMGCS1
FDPS,HMGCS1
AACS,HMGCS1
OXCT2,HMGCS1
ACAA1,HMGCS1
SREBF1,HMGCS1
FDFT1,HMGCS1
DHCR7,HMGCS1
LSS,HMGCS1
HMGCLL1,HMGCS1
ACLY,HMGCS1
SREBF2,HMGCS1
IDI1,HMGCS1
HMGCS2,HMGCS1
HADHB,HMGCS1
COASY,HMGCS1
HMGCL,HMGCS1
SUCLG1,HMGCS1
ACAT2,HMGCS1
H3C8,GLYR1
KDM1A,GLYR1
MAOA,GLYR1
MAOB,GLYR1
H2BC17,GLYR1
H3C12,GLYR1
H2BC11,GLYR1
H2AC6,GLYR1
EIF3F,RHBDF2
BSG,MMP1
PLAU,MMP1
MMP9,MMP1
IL6,MMP1
USP7,TSPYL5
ACTA1,MTSS1
CTTN,MTSS1
DMXL2,ROGDI
DMXL1,ROGDI
HDAC2,ZMYM3
GTF2I,ZMYM3
ZMYM2,ZMYM3
KDM1A,ZMYM3
HDAC1,ZMYM3
RFX6,DTX2
TET2,EBF1
TMTC1,EBF1
IKZF3,EBF1
LHX2,EBF1
IKZF1,EBF1
PAX5,EBF1
ZNF423,EBF1
CEBPA,EBF1
GNAI1,HTR1F
GNG2,HTR1F
GNB1,HTR1F
CALCOCO2,LRSAM1
MFAP2,MFAP3
FPGS,BCAT2
AADAT,BCAT2
CTH,BCAT2
GCLM,BCAT2
BCAT1,BCAT2
GCLC,BCAT2
SDSL,BCAT2
IL4I1,BCAT2
MSMB,ACP3
SLC45A3,ACP3
EXOSC9,EXOSC3
EXOSC10,EXOSC3
DIS3,EXOSC3
PNPT1,EXOSC3
WDR43,EXOSC3
EXOSC1,EXOSC3
C1D,EXOSC3
EXOSC2,EXOSC3
ZCCHC8,EXOSC3
HBS1L,EXOSC3
SKIC2,EXOSC3
ZFC3H1,EXOSC3
EXOSC8,EXOSC3
RBM7,EXOSC3
SUPV3L1,EXOSC3
EXOSC6,EXOSC3
MRPL20,MTG1
MALSU1,MTG1
GTPBP4,MTG1
MRM1,MTG1
MRPL24,MTG1
MRPL22,MTG1
MRPL19,MTG1
GTPBP3,MTG1
MRPL47,MTG1
MTERF4,MTG1
MRPL43,MTG1
GTPBP8,MTG1
MRPS18A,MTG1
MRPL36,MTG1
SPRN,MTG1
MTG2,MTG1
MRPL21,MTG1
NDUFAB1,MTG1
MRPL12,MTG1
MRPL14,MTG1
MRPL2,MTG1
MRPL55,MTG1
MRPS30,MTG1
NSUN4,MTG1
MIURF,MTG1
MRPL37,MTG1
RPL23,MTG1
FAU,EIF2S3B
SUV39H2,EIF2S3B
EIF2S2,EIF2S3B
EIF2B1,EIF2S3B
EIF3B,EIF2S3B
RPS6,EIF2S3B
RPS15,EIF2S3B
RPS2,EIF2S3B
RPS20,EIF2S3B
EIF3A,EIF2S3B
RPS24,EIF2S3B
EIF2B3,EIF2S3B
EIF2B5,EIF2S3B
EIF2B4,EIF2S3B
MRPS6,GADD45GIP1
GADD45A,GADD45GIP1
MRPL50,GADD45GIP1
MRPL12,GADD45GIP1
NDUFAB1,GADD45GIP1
MRPL21,GADD45GIP1
MRPS18A,GADD45GIP1
MRPS22,GADD45GIP1
MRPL18,GADD45GIP1
MRPL36,GADD45GIP1
MRPL54,GADD45GIP1
MRPS26,GADD45GIP1
MRPL45,GADD45GIP1
MRPL37,GADD45GIP1
MRPS27,GADD45GIP1
MRPL55,GADD45GIP1
MRPL14,GADD45GIP1
MRPL2,GADD45GIP1
MRPS12,GADD45GIP1
MRPL35,GADD45GIP1
NSUN4,GADD45GIP1
MRPS30,GADD45GIP1
MRPS2,GADD45GIP1
MRPL28,GADD45GIP1
MRPL24,GADD45GIP1
MRPL30,GADD45GIP1
MRPL40,GADD45GIP1
MRPL41,GADD45GIP1
MRPL22,GADD45GIP1
AURKAIP1,GADD45GIP1
MALSU1,GADD45GIP1
MRPL20,GADD45GIP1
DAP3,GADD45GIP1
MRRF,GADD45GIP1
MRPS21,GADD45GIP1
MRPL42,GADD45GIP1
MRPS15,GADD45GIP1
MRPL47,GADD45GIP1
MRPS14,GADD45GIP1
MRPL43,GADD45GIP1
MRPL52,GADD45GIP1
MRPL9,GADD45GIP1
MRPL19,GADD45GIP1
CHCHD1,GADD45GIP1
MRPL23,GADD45GIP1
PFKM,ACOT4
THEM5,ACOT4
ACOT7,ACOT4
FBP2,ACOT4
THEM4,ACOT4
FBP1,ACOT4
PFKP,ACOT4
NDUFV3,NDUFAF3
NDUFA12,NDUFAF3
NDUFA8,NDUFAF3
NDUFS5,NDUFAF3
NDUFS2,NDUFAF3
C1S,NDUFAF3
TIMMDC1,NDUFAF3
NDUFA6,NDUFAF3
NDUFB6,NDUFAF3
NDUFAF4,NDUFAF3
NDUFA5,NDUFAF3
SERF1A,NDUFAF3
NDUFAF6,NDUFAF3
NDUFC1,NDUFAF3
NDUFB3,NDUFAF3
NDUFA1,NDUFAF3
NDUFA11,NDUFAF3
NDUFV2,NDUFAF3
NDUFAB1,NDUFAF3
